,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntGroceryProducts,TotalPurchase,YearRange,TotalChild,HaveChild
240,1979,Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,14,6,1970,1,1
241,1968,PhD,Divorced,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,267,25,1960,2,1
242,1970,Master,Married,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,88,15,1970,1,1
243,1978,PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,10,4,1970,1,1
244,1952,Master,Married,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,76,17,1950,2,1
245,1966,Master,Married,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,30,11,1960,2,1
246,1963,Graduation,Married,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,687,19,1960,0,0
247,1970,PhD,Married,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,37,11,1970,2,1
248,1970,Graduation,Married,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,534,13,1970,0,0
249,1970,Graduation,Married,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,34,8,1970,1,1
250,1953,Graduation,Single,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,638,14,1950,0,0
251,1983,Master,Single,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,30,10,1980,1,1
252,1975,PhD,Married,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,49,12,1970,1,1
253,1960,Graduation,Married,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,24,10,1960,2,1
254,1963,Graduation,Divorced,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,49,9,1960,2,1
255,1963,PhD,Married,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,116,23,1960,1,1
256,1956,Graduation,Single,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,487,23,1950,0,0
257,1981,Master,Married,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,713,12,1980,0,0
258,1986,PhD,Single,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,545,17,1980,0,0
259,1968,Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,135,22,1960,1,1
260,1981,Basic,Married,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,56,10,1980,1,1
261,1976,Graduation,Married,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,86,16,1970,1,1
262,1946,Graduation,Married,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,193,13,1940,0,0
263,1974,PhD,Married,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,176,15,1970,1,1
264,1975,Master,Married,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,8,7,1970,2,1
265,1974,Graduation,Married,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,30,7,1970,1,1
266,1952,Graduation,Married,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,478,23,1950,0,0
267,1956,Master,Married,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,325,33,1950,2,1
268,1966,Graduation,Divorced,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,914,22,1960,0,0
269,1949,Master,Divorced,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,88,16,1940,0,0
270,1984,2n Cycle,Married,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,11,5,1980,0,0
271,1969,Graduation,Married,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,76,10,1960,1,1
272,1980,Graduation,Married,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,918,19,1980,0,0
273,1971,Graduation,Married,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,46,9,1970,2,1
274,1965,Graduation,Married,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,4,4,1960,2,1
275,1952,Master,Married,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,80,23,1950,1,1
276,1988,2n Cycle,Divorced,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,15,5,1980,1,1
277,1986,Master,Married,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,20,7,1980,1,1
278,1982,Graduation,Single,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,338,12,1980,0,0
279,1965,PhD,Divorced,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,80,28,1960,1,1
280,1958,Graduation,Divorced,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,14,11,1950,2,1
281,1956,2n Cycle,Married,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,187,21,1950,1,1
282,1978,PhD,Married,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,50,7,1970,1,1
283,1988,Graduation,Single,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,128,13,1980,1,1
284,1984,Graduation,Married,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,24,10,1980,1,1
285,1961,Master,Married,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,478,23,1960,0,0
286,1966,Graduation,Divorced,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,68,7,1960,0,0
287,1947,Graduation,Single,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,426,18,1940,0,0
288,1964,Master,Married,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,27,18,1960,1,1
289,1992,Master,Married,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,68,11,1990,0,0
290,1976,Graduation,Divorced,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,21,11,1970,1,1
291,1967,Graduation,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,10,7,1960,3,1
292,1976,Master,Single,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,682,23,1970,0,0
293,1966,Graduation,Married,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,31,16,1960,2,1
294,1956,Master,Married,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,7,7,1950,2,1
295,1972,Graduation,Married,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,31,8,1970,2,1
296,1985,Graduation,Single,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,257,15,1980,1,1
297,1951,Graduation,Married,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,10,6,1950,2,1
298,1971,Graduation,Married,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,162,21,1970,1,1
299,1974,Graduation,Married,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,16,4,1970,1,1
300,1965,PhD,Divorced,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,3,4,1960,2,1
301,1961,PhD,Divorced,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,491,23,1960,1,1
302,1953,Graduation,Single,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,142,24,1950,1,1
303,1957,Graduation,Married,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,320,18,1950,0,0
304,1976,PhD,Divorced,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,33,9,1970,1,1
305,1984,Graduation,Married,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,12,5,1980,1,1
306,1950,PhD,Married,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,5,5,1950,3,1
307,1986,PhD,Single,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,76,12,1980,1,1
308,1983,Graduation,Single,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,10,4,1980,1,1
309,1989,PhD,Single,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,25,6,1980,0,0
310,1956,PhD,Married,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,229,19,1950,1,1
311,1971,Master,Married,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,16,5,1970,1,1
312,1983,Graduation,Married,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,14,7,1980,1,1
313,1960,Graduation,Divorced,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,444,22,1960,2,1
314,1968,Graduation,Divorced,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,518,22,1960,0,0
315,1972,Graduation,Married,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,29,5,1970,1,1
316,1965,Graduation,Married,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,671,22,1960,0,0
317,1988,Graduation,Single,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,926,21,1980,0,0
318,1986,Graduation,Divorced,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,81,8,1980,0,0
319,1969,PhD,Married,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,45,20,1960,1,1
320,1950,PhD,Married,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,101,18,1950,1,1
321,1973,Basic,Married,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,13,4,1970,1,1
322,1952,Graduation,Divorced,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,410,16,1950,0,0
323,1965,Graduation,Married,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,9,6,1960,2,1
324,1970,Graduation,Divorced,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,594,15,1970,0,0
325,1971,Graduation,Divorced,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,19,8,1970,2,1
326,1976,Master,Married,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,3,4,1970,1,1
327,1957,Graduation,Married,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,299,26,1950,1,1
328,1986,Graduation,Married,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,587,22,1980,1,1
329,1966,PhD,Single,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,547,18,1960,0,0
330,1974,Graduation,Married,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,620,18,1970,0,0
331,1976,PhD,Single,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,217,24,1970,1,1
332,1978,Graduation,Single,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,16,7,1970,2,1
333,1955,Graduation,Married,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,11,7,1950,1,1
334,1969,PhD,Married,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,933,15,1960,0,0
335,1943,Master,Married,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,263,14,1940,0,0
336,1948,PhD,Married,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,99,16,1940,2,1
337,1957,Graduation,Married,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,1193,22,1950,0,0
338,1969,PhD,Divorced,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,83,21,1960,1,1
339,1978,Graduation,Married,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,24,10,1970,2,1
340,1978,PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,10,4,1970,1,1
341,1967,Graduation,Married,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,174,22,1960,2,1
342,1969,Graduation,Single,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,120,19,1960,1,1
343,1960,Graduation,Married,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,944,26,1960,0,0
344,1976,Graduation,Divorced,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,29,7,1970,1,1
345,1962,Graduation,Married,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,733,16,1960,0,0
346,1975,PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,154,16,1970,1,1
347,1984,2n Cycle,Married,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,11,5,1980,1,1
348,1975,Graduation,Married,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,55,16,1970,2,1
349,1970,Master,Single,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,10,5,1970,1,1
350,1966,Graduation,Single,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,281,23,1960,1,1
351,1972,PhD,Single,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,29,9,1970,2,1
352,1975,Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,27,11,1970,2,1
353,1970,Graduation,Single,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,37,5,1970,0,0
354,1989,Graduation,Single,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,22,5,1980,1,1
355,1961,PhD,Married,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,153,20,1960,1,1
356,1969,Graduation,Single,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,24,5,1960,1,1
357,1969,PhD,Married,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,5,4,1960,2,1
358,1985,Graduation,Married,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,11,4,1980,1,1
359,1954,Graduation,Divorced,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,186,14,1950,0,0
360,1973,2n Cycle,Married,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,105,16,1970,3,1
361,1981,Master,Single,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,1,4,1980,1,1
362,1971,Graduation,Single,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,20,8,1970,1,1
363,1968,Master,Married,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,68,17,1960,1,1
364,1960,Graduation,Married,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,225,26,1960,1,1
365,1949,Graduation,Married,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,13,7,1940,1,1
366,1968,PhD,Divorced,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,200,19,1960,2,1
367,1979,Graduation,Married,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,953,19,1970,0,0
368,1979,Master,Married,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,65,12,1970,1,1
369,1993,Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,580,16,1990,0,0
370,1946,PhD,Married,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,74,10,1940,0,0
371,1968,Master,Married,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,148,23,1960,1,1
372,1991,PhD,Married,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,604,24,1990,0,0
373,1971,Graduation,Married,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,55,12,1970,2,1
374,1984,Graduation,Married,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,21,6,1980,1,1
375,1987,Graduation,Single,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,14,5,1980,1,1
376,1980,2n Cycle,Married,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,19,11,1980,1,1
377,1956,2n Cycle,Divorced,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,26,10,1950,2,1
378,1965,Graduation,Married,75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,367,23,1960,0,0
379,1974,Graduation,Single,42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,69,13,1970,2,1
380,1960,Graduation,Married,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,148,11,1960,0,0
381,1955,PhD,Single,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,26,24,1950,3,1
382,1965,Graduation,Married,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,14,5,1960,2,1
383,1972,PhD,Single,27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,39,9,1970,1,1
384,1971,PhD,Divorced,65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,100,14,1970,2,1
385,1974,PhD,Married,30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,27,6,1970,1,1
386,1963,Graduation,Married,50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,107,19,1960,2,1
387,1982,2n Cycle,Single,23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,36,8,1980,1,1
388,1976,Graduation,Married,53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,332,17,1970,1,1
389,1955,PhD,Married,66465.0,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,242,35,1950,1,1
390,1987,Graduation,Single,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,200,16,1980,1,1
391,1962,Graduation,Married,75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,343,19,1960,1,1
392,1943,PhD,Married,75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,747,19,1940,0,0
393,1975,2n Cycle,Married,19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,42,9,1970,1,1
394,1994,Graduation,Married,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,360,21,1990,0,0
395,1981,Graduation,Single,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,401,26,1980,0,0
396,1971,Master,Married,49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,119,29,1970,2,1
397,1973,PhD,Married,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,25,7,1970,1,1
398,1983,Graduation,Married,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,26,6,1980,1,1
399,1982,Master,Married,18492.0,1,0,75,2,2,2,2,1,1,1,1,0,2,8,6,4,1980,1,1
400,1974,Master,Married,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,200,16,1970,0,0
401,1941,PhD,Married,93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,813,22,1940,0,0
402,1953,Graduation,Married,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,9,4,1950,3,1
403,1986,Graduation,Married,92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,1108,27,1980,0,0
404,1989,Graduation,Married,75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,297,19,1980,1,1
405,1989,2n Cycle,Married,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,23,7,1980,1,1
406,1968,Graduation,Married,61314.0,0,1,1,378,0,189,97,172,172,2,5,5,12,3,286,24,1960,1,1
407,1961,PhD,Single,84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,408,16,1960,0,0
408,1989,Graduation,Married,42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,254,21,1980,1,1
409,1967,2n Cycle,Married,67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,377,39,1960,2,1
410,1964,Graduation,Married,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,478,25,1960,1,1
411,1970,Graduation,Single,30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,24,7,1970,1,1
412,1956,Master,Married,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,9,5,1950,1,1
413,1966,Graduation,Divorced,67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,334,23,1960,1,1
414,1949,Master,Divorced,51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,45,17,1940,1,1
415,1971,PhD,Married,32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,17,10,1970,1,1
416,1986,2n Cycle,Married,7500.0,1,0,96,1,11,5,4,6,9,2,2,0,3,8,20,7,1980,1,1
417,1989,Graduation,Married,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,25,5,1980,1,1
418,1948,PhD,Married,56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,75,10,1940,1,1
419,1946,Graduation,Married,18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,7,4,1940,0,0
420,1989,Graduation,Single,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,22,5,1980,1,1
421,1974,2n Cycle,Married,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,16,5,1970,0,0
422,1959,Graduation,Divorced,23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,3,4,1950,0,0
423,1972,Master,Divorced,42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,101,11,1970,1,1
424,1964,Graduation,Single,81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,788,17,1960,0,0
425,1976,Graduation,Married,24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,29,7,1970,1,1
426,1953,PhD,Married,55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,119,16,1950,1,1
427,1955,Graduation,Single,57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,381,27,1950,1,1
428,1969,Graduation,Married,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,261,27,1960,1,1
429,1971,Master,Single,36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,40,7,1970,1,1
430,1980,2n Cycle,Married,70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,248,16,1980,2,1
431,1976,Graduation,Married,65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,408,27,1970,1,1
432,1972,Graduation,Married,38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,139,19,1970,3,1
433,1966,2n Cycle,Single,89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,1195,24,1960,0,0
434,1984,Master,Married,42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,86,14,1980,1,1
435,1952,Graduation,Married,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,99,13,1950,1,1
436,1982,2n Cycle,Married,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,763,19,1980,0,0
437,1964,Graduation,Married,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,289,16,1960,1,1
438,1949,Graduation,Divorced,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,452,22,1940,0,0
439,1958,PhD,Divorced,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,8,9,1950,1,1
440,1963,Graduation,Married,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,687,19,1960,0,0
441,1975,Graduation,Married,33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,61,9,1970,1,1
442,1969,PhD,Single,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,461,20,1960,0,0
443,1955,PhD,Married,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,453,17,1950,0,0
444,1970,Graduation,Divorced,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,8,4,1970,1,1
445,1951,Graduation,Married,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,197,20,1950,2,1
446,1971,PhD,Married,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,185,25,1970,1,1
447,1975,Graduation,Married,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,544,33,1970,1,1
448,1980,Graduation,Married,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,10,4,1980,1,1
449,1981,PhD,Married,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,144,30,1980,1,1
450,1978,Graduation,Married,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,18,6,1970,2,1
451,1988,Graduation,Single,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,11,5,1980,1,1
452,1956,Graduation,Married,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,303,26,1950,1,1
453,1972,PhD,Single,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,9,6,1970,2,1
454,1977,Master,Married,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,39,17,1970,1,1
455,1972,PhD,Married,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,67,19,1970,1,1
456,1977,Graduation,Married,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,106,21,1970,1,1
457,1973,Master,Married,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,26,6,1970,1,1
458,1972,Master,Divorced,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,18,6,1970,1,1
459,1974,Graduation,Single,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,75,12,1970,1,1
460,1975,Graduation,Married,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,46,15,1970,1,1
461,1960,Master,Married,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,248,19,1960,0,0
462,1964,PhD,Divorced,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,357,29,1960,0,0
463,1976,Master,Married,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,245,17,1970,1,1
464,1974,Graduation,Married,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,137,21,1970,1,1
465,1969,Graduation,Married,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,7,5,1960,1,1
466,1952,2n Cycle,Divorced,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,138,10,1950,0,0
467,1958,PhD,Married,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,712,21,1950,1,1
468,1976,Graduation,Divorced,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,105,14,1970,1,1
469,1955,Graduation,Married,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,649,22,1950,0,0
470,1964,Master,Single,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,79,15,1960,1,1
471,1944,PhD,Divorced,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,152,20,1940,0,0
472,1962,Master,Divorced,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,315,22,1960,1,1
473,1978,Graduation,Divorced,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,12,6,1970,1,1
474,1971,PhD,Married,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,368,18,1970,1,1
475,1949,PhD,Married,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,419,27,1940,1,1
476,1944,Graduation,Married,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,323,21,1940,0,0
477,1950,Graduation,Married,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,27,6,1950,2,1
478,1961,Master,Married,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,4,5,1960,1,1
479,1990,Basic,Married,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,77,9,1990,0,0
480,1985,PhD,Married,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,207,21,1980,1,1
481,1956,Master,Married,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,9,5,1950,1,1
