,AcceptedCmp,Complain,Dt_Customer,Education,HaveChild,Income,Kidhome,Marital_Status,MntFishProducts,MntFruits,MntGoldProds,MntGroceryProducts,MntMeatProducts,MntSweetProducts,MntWines,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,Teenhome,TotalChild,TotalPurchase,Unnamed: 0,YearRange,Year_Birth
194,0,0,09-12-2013,Graduation,0,75922.0,0,Single,224,138,92,915,553,23,265,4,1,9,4,1,60,0,0,18,194,1960,1968
195,0,0,14-10-2013,Graduation,1,63693.0,0,Divorced,42,43,54,422,337,87,587,6,3,9,11,6,63,1,1,29,195,1970,1978
196,0,0,17-07-2013,PhD,1,40637.0,1,Single,0,0,3,13,13,0,22,0,2,3,1,7,72,1,2,6,196,1960,1965
197,2,0,10-11-2012,Master,0,18890.0,0,Single,7,4,15,12,1,2,6,1,1,2,0,6,5,0,0,4,197,1980,1984
198,1,0,08-12-2013,Graduation,1,29604.0,1,Married,7,6,14,26,13,6,7,0,1,3,1,9,88,0,1,5,198,1980,1988
199,0,0,13-05-2013,Master,1,48721.0,1,Divorced,47,18,21,178,113,13,81,2,6,5,4,6,50,1,2,17,199,1960,1963
200,0,0,08-06-2014,Graduation,1,44794.0,0,Married,0,0,4,7,7,0,54,0,1,3,2,6,99,1,1,6,200,1960,1966
201,2,0,10-09-2012,Graduation,1,64497.0,0,Divorced,42,48,192,410,320,32,1170,4,5,9,11,8,17,1,1,29,201,1950,1954
202,0,0,31-03-2013,Graduation,1,46097.0,0,Married,65,24,8,157,68,4,72,1,5,6,3,4,11,1,1,15,202,1950,1956
203,0,0,18-03-2014,Graduation,0,77972.0,0,Married,33,22,12,374,319,102,613,6,1,9,4,1,18,0,0,20,203,1950,1954
204,0,0,05-10-2012,PhD,1,44377.0,1,Married,0,0,10,30,30,0,224,1,8,5,5,8,70,1,2,19,204,1960,1968
205,0,0,21-01-2013,Master,1,46014.0,1,Married,19,0,44,78,59,9,410,1,10,8,7,7,21,1,2,26,205,1970,1974
206,0,0,04-05-2013,Graduation,0,70951.0,0,Married,254,10,54,818,554,87,239,4,1,9,3,1,66,0,0,17,206,1980,1985
207,0,0,01-04-2014,Graduation,1,41443.0,1,Married,25,7,89,203,171,19,171,1,6,5,8,8,79,0,1,20,207,1970,1977
208,0,0,12-05-2014,2n Cycle,1,52195.0,2,Single,0,0,1,4,4,0,12,0,1,2,1,8,2,1,3,4,208,1970,1978
209,2,0,15-11-2013,Master,0,83790.0,0,Married,42,16,16,475,417,48,1076,10,1,6,8,3,81,0,0,25,209,1940,1948
210,0,0,31-08-2013,Master,1,44551.0,0,Divorced,0,4,66,37,33,0,182,1,2,5,4,7,24,1,1,12,210,1950,1954
211,0,0,14-11-2012,Graduation,1,69508.0,1,Married,42,32,43,236,162,32,824,4,2,11,11,6,48,0,1,28,211,1980,1980
212,0,0,11-04-2014,2n Cycle,1,45204.0,1,Married,29,11,18,65,25,1,30,1,1,4,1,3,93,0,1,7,212,1980,1988
213,0,0,14-11-2013,Graduation,0,72460.0,0,Married,80,10,10,630,540,30,377,5,1,7,3,1,56,0,0,16,213,1960,1969
214,0,0,14-04-2014,PhD,1,77622.0,0,Married,19,7,14,180,154,0,520,3,2,11,6,3,3,2,2,22,214,1970,1970
215,0,0,05-01-2013,PhD,1,30732.0,1,Married,0,1,3,26,25,1,155,1,4,4,4,8,44,0,1,13,215,1980,1980
216,0,0,08-09-2012,Graduation,1,63887.0,0,Divorced,15,23,92,245,207,11,897,6,5,12,9,6,38,1,1,32,216,1960,1962
217,0,0,26-03-2013,Graduation,1,42011.0,1,Married,2,0,39,18,16,1,131,1,4,4,3,8,46,0,1,12,217,1970,1978
218,0,0,25-10-2012,Graduation,1,51369.0,0,Married,0,7,182,86,79,11,297,2,2,4,8,8,84,1,1,16,218,1970,1976
219,0,0,09-12-2012,Graduation,1,51537.0,0,Divorced,0,20,92,224,204,0,787,2,3,11,2,8,27,1,1,18,219,1950,1952
220,0,0,08-08-2012,PhD,0,79930.0,0,Married,67,86,17,893,740,51,792,5,1,8,3,2,72,0,0,17,220,1970,1972
221,0,0,16-02-2014,PhD,1,34320.0,1,Married,3,1,0,13,9,0,4,0,1,2,1,8,66,0,1,4,221,1980,1986
222,1,0,20-03-2013,Graduation,1,37070.0,1,Single,4,7,39,148,137,15,231,1,9,8,5,7,30,1,2,23,222,1960,1966
223,1,0,05-01-2013,2n Cycle,1,81975.0,0,Divorced,180,76,27,440,184,138,983,3,1,4,6,7,2,1,1,14,223,1960,1962
224,0,0,15-05-2013,Graduation,1,38590.0,1,Married,4,1,3,13,8,3,3,0,1,2,1,8,65,0,1,4,224,1970,1971
225,0,0,16-04-2014,Graduation,0,15033.0,0,Single,6,4,4,15,5,0,0,0,1,3,1,3,37,0,0,5,225,1950,1951
226,0,0,23-03-2013,PhD,1,62745.0,0,Married,28,21,32,513,464,10,562,8,3,11,7,5,89,1,1,29,226,1960,1965
227,0,0,09-12-2013,2n Cycle,1,22212.0,1,Married,6,9,21,35,20,8,5,0,2,4,2,6,49,0,1,8,227,1970,1975
228,0,0,04-12-2013,Master,1,23661.0,1,Married,0,0,1,4,4,0,18,0,1,3,1,7,46,0,1,5,228,1980,1982
229,0,0,04-10-2013,PhD,1,79761.0,0,Single,15,5,11,144,124,35,415,2,1,11,5,3,32,1,1,19,229,1950,1958
230,0,0,26-12-2013,Graduation,1,7500.0,1,Single,12,3,20,25,10,7,5,1,4,3,3,7,54,0,1,11,230,1970,1973
231,1,0,28-10-2013,Graduation,0,73455.0,0,Divorced,186,61,20,1004,757,163,901,5,1,10,6,3,98,0,0,22,231,1960,1968
232,0,0,23-12-2012,Graduation,1,64961.0,0,Married,75,114,38,465,276,124,382,4,2,4,6,3,97,1,1,16,232,1950,1958
233,0,0,31-07-2013,Graduation,1,22804.0,1,Single,2,1,1,10,7,1,14,0,1,2,2,9,75,0,1,5,233,1970,1971
234,2,0,28-11-2013,Graduation,0,73687.0,0,Married,218,153,181,874,503,13,559,9,1,9,3,2,8,0,0,22,234,1990,1990
235,0,0,17-08-2012,Graduation,1,61074.0,0,Married,0,0,152,133,133,28,789,5,7,8,11,7,37,1,1,31,235,1950,1958
236,0,0,05-06-2014,PhD,1,31686.0,1,Married,0,0,1,5,5,0,11,0,2,3,1,6,31,1,2,6,236,1960,1964
237,4,0,20-05-2013,Graduation,1,80134.0,1,Married,104,16,80,392,272,0,1218,3,2,6,5,6,40,0,1,16,237,1970,1972
238,0,0,09-01-2013,Graduation,1,75027.0,0,Married,133,64,77,376,179,12,925,4,2,6,9,5,74,1,1,21,238,1950,1953
239,0,0,31-08-2012,PhD,0,67546.0,0,Married,150,134,172,1052,768,38,864,10,1,5,4,3,90,0,0,20,239,1980,1988
240,0,0,29-10-2012,Master,1,65176.0,0,Married,220,28,70,431,183,70,960,6,4,6,9,6,57,1,1,25,240,1960,1969
241,0,0,16-09-2013,Master,1,31160.0,1,Single,6,3,13,34,25,1,16,0,2,3,2,8,59,0,1,7,241,1970,1975
242,0,0,27-10-2013,Graduation,1,29938.0,1,Single,0,3,11,10,7,2,3,0,2,3,1,6,52,0,1,6,242,1980,1985
243,0,0,22-09-2012,2n Cycle,0,26490.0,0,Married,21,47,25,120,52,20,45,1,2,5,3,6,92,0,0,11,243,1950,1958
244,0,0,29-08-2012,Graduation,1,75702.0,1,Married,45,28,30,426,353,42,650,6,5,11,4,8,77,1,2,26,244,1960,1967
245,0,0,13-10-2012,PhD,1,30899.0,1,Single,0,0,1,8,8,0,24,0,2,3,1,6,35,0,1,6,245,1970,1974
246,1,0,16-10-2012,PhD,1,63342.0,0,Married,13,21,21,152,118,10,918,3,3,5,8,6,48,1,1,19,246,1960,1961
247,0,0,22-10-2012,Graduation,1,45989.0,0,Single,28,33,12,148,87,24,138,2,4,7,3,3,97,1,1,16,247,1960,1964
248,0,0,04-06-2013,Graduation,1,18701.0,1,Single,10,4,10,16,2,6,12,0,4,4,2,5,95,1,2,10,248,1960,1964
249,0,0,08-12-2013,PhD,1,40737.0,2,Single,0,0,2,4,4,0,11,0,1,2,1,8,24,1,3,4,249,1950,1957
250,2,0,10-10-2012,Graduation,1,15287.0,1,Divorced,4,2,13,14,8,3,1,1,2,2,1,7,60,0,1,6,250,1970,1979
251,0,0,22-05-2013,PhD,1,69674.0,0,Divorced,11,41,24,267,215,0,554,2,3,10,10,5,46,2,2,25,251,1960,1968
252,0,0,17-06-2014,Master,1,44159.0,1,Married,24,2,7,88,62,13,167,1,4,6,4,5,85,0,1,15,252,1970,1970
253,0,0,23-11-2012,PhD,1,37717.0,1,Married,4,0,5,10,6,1,9,0,1,2,1,9,31,0,1,4,253,1970,1978
254,1,0,03-02-2013,Master,1,43776.0,1,Married,3,2,20,76,71,2,177,2,6,4,5,8,9,1,2,17,254,1950,1952
255,0,0,14-03-2013,Master,1,38179.0,1,Married,4,4,20,30,22,2,38,1,4,3,3,7,30,1,2,11,255,1960,1966
256,1,0,26-06-2014,Graduation,0,80124.0,0,Married,205,84,241,687,398,84,483,7,1,8,3,1,47,0,0,19,256,1960,1963
257,2,0,15-10-2012,PhD,1,38097.0,1,Married,0,2,69,37,35,1,77,2,4,2,3,7,70,1,2,11,257,1970,1970
258,0,0,19-06-2013,Graduation,0,72940.0,0,Married,162,74,116,534,298,149,182,3,1,6,3,1,13,0,0,13,258,1970,1970
259,0,0,04-10-2013,Graduation,1,22070.0,1,Married,8,7,21,34,19,2,10,2,2,2,2,6,11,0,1,8,259,1970,1970
260,1,0,22-09-2012,Graduation,0,69267.0,0,Single,95,44,146,638,499,73,778,4,2,5,3,7,31,0,0,14,260,1950,1953
261,0,1,20-03-2014,Master,1,31788.0,1,Single,0,7,6,30,23,8,16,0,3,4,3,5,15,0,1,10,261,1980,1983
262,0,0,04-02-2014,PhD,1,61905.0,0,Married,6,0,13,49,43,2,167,2,2,4,4,5,2,1,1,12,262,1970,1975
263,0,0,06-04-2014,Graduation,1,29315.0,1,Married,8,2,4,24,14,7,13,0,4,4,2,6,55,1,2,10,263,1960,1960
264,0,0,06-02-2013,Graduation,1,33378.0,1,Divorced,3,6,10,49,40,7,33,0,3,4,2,7,38,1,2,9,264,1960,1963
265,0,0,16-09-2013,PhD,1,66313.0,0,Married,10,7,7,116,99,22,625,3,2,12,6,4,86,1,1,23,265,1960,1963
266,1,0,17-01-2013,Graduation,0,60714.0,0,Single,101,162,162,487,224,92,216,4,2,10,7,5,56,0,0,23,266,1950,1956
267,0,0,30-04-2014,Master,0,77882.0,0,Married,188,129,15,713,396,22,68,3,1,5,3,1,29,0,0,12,267,1980,1981
268,2,0,02-04-2013,PhD,0,69867.0,0,Single,33,0,54,545,512,130,196,5,1,8,3,1,30,0,0,17,268,1980,1986
269,0,0,21-04-2013,Master,1,63841.0,0,Divorced,20,15,131,135,100,7,635,3,1,9,9,6,64,1,1,22,269,1960,1968
270,0,0,11-02-2013,Basic,1,24480.0,1,Married,28,19,17,56,9,25,4,0,3,4,3,7,46,0,1,10,270,1980,1981
271,0,0,25-10-2012,Graduation,1,51369.0,0,Married,0,7,182,86,79,11,297,2,2,4,8,8,84,1,1,16,271,1970,1976
272,0,0,31-08-2012,Graduation,0,37760.0,0,Married,150,5,28,193,38,12,84,1,2,6,4,7,20,0,0,13,272,1940,1946
273,0,0,01-03-2014,PhD,1,65640.0,0,Married,20,7,66,176,149,15,204,1,1,8,5,2,74,1,1,15,273,1970,1974
274,0,0,17-04-2014,Master,1,44319.0,1,Married,0,0,3,8,8,0,26,0,2,3,2,5,18,1,2,7,274,1970,1975
275,0,0,12-07-2013,Graduation,1,30631.0,1,Married,4,6,20,30,20,5,15,1,1,2,3,7,75,0,1,7,275,1970,1974
276,0,0,29-01-2013,Graduation,0,75278.0,0,Married,150,98,74,478,230,74,304,3,1,13,6,3,17,0,0,23,276,1950,1952
277,0,0,08-01-2013,Master,1,50898.0,1,Married,55,28,135,325,242,114,285,2,13,12,6,5,88,1,2,33,277,1950,1956
278,0,0,12-05-2014,Graduation,0,79946.0,0,Divorced,166,183,28,914,565,141,395,11,1,5,5,3,19,0,0,22,278,1960,1966
279,0,0,13-06-2013,Master,0,35416.0,0,Divorced,4,3,51,88,81,3,248,1,3,5,7,8,62,0,0,16,279,1940,1949
280,1,0,04-07-2013,2n Cycle,0,32414.0,0,Married,0,6,12,11,5,9,20,0,1,3,1,7,11,0,0,5,280,1980,1984
281,0,0,27-12-2013,Graduation,1,38361.0,1,Married,20,0,14,76,56,8,39,1,3,3,3,7,74,0,1,10,281,1960,1969
282,1,0,31-10-2012,Graduation,0,82497.0,0,Married,216,129,203,918,573,21,777,7,1,9,2,4,32,0,0,19,282,1980,1980
283,0,0,15-01-2014,Graduation,1,16626.0,2,Married,21,3,13,46,22,1,8,0,3,3,3,9,76,0,2,9,283,1970,1971
284,0,0,12-03-2013,Graduation,1,29672.0,1,Married,0,1,8,4,3,4,9,0,1,3,0,6,6,1,2,4,284,1960,1965
285,2,0,23-08-2012,Master,1,55951.0,0,Married,0,0,40,80,80,13,1241,6,3,11,3,8,62,1,1,23,285,1950,1952
286,0,0,07-03-2013,2n Cycle,1,35388.0,1,Divorced,4,4,8,15,7,3,6,0,1,3,1,7,20,0,1,5,286,1980,1988
287,0,0,13-01-2013,Master,1,42386.0,1,Married,0,4,11,20,16,4,65,0,1,3,3,8,43,0,1,7,287,1980,1986
288,0,0,12-01-2013,Graduation,0,68627.0,0,Single,60,15,38,338,263,54,395,3,1,6,2,1,45,0,0,12,288,1980,1982
289,1,0,17-03-2014,PhD,1,57912.0,0,Divorced,0,0,35,80,80,0,801,3,5,12,8,5,34,1,1,28,289,1960,1965
290,0,0,16-04-2014,Graduation,1,35246.0,1,Divorced,2,0,10,14,12,2,36,1,4,3,3,5,53,1,2,11,290,1950,1958
291,0,0,12-10-2013,2n Cycle,1,58821.0,0,Married,19,14,28,187,154,0,513,2,1,9,9,6,44,1,1,21,291,1950,1956
292,0,0,01-03-2014,PhD,1,46377.0,1,Married,4,0,0,50,46,3,37,1,1,3,2,4,89,0,1,7,292,1970,1978
293,0,0,13-04-2014,Graduation,1,39747.0,1,Single,20,15,52,128,93,13,80,1,3,4,5,8,43,0,1,13,293,1980,1988
294,0,0,27-12-2013,Graduation,1,23976.0,1,Married,2,1,25,24,21,3,14,1,3,3,3,7,68,0,1,10,294,1980,1984
295,1,0,28-03-2013,Master,0,80950.0,0,Married,219,147,63,478,112,147,525,7,1,9,6,2,44,0,0,23,295,1960,1961
296,1,0,18-09-2012,Graduation,0,27038.0,0,Divorced,17,26,15,68,25,23,1,0,1,3,3,9,64,0,0,7,296,1960,1966
297,1,0,05-03-2014,Graduation,0,77457.0,0,Single,15,11,11,426,400,45,675,5,1,10,2,1,85,0,0,18,297,1940,1947
298,1,0,10-09-2013,Master,1,64100.0,0,Married,0,0,10,27,27,0,509,3,1,6,8,7,93,1,1,18,298,1960,1964
299,0,0,27-04-2013,Master,0,42670.0,0,Married,20,2,15,68,46,4,154,2,1,4,4,4,12,0,0,11,299,1990,1992
300,0,0,18-01-2014,Graduation,1,12571.0,1,Divorced,2,5,17,21,14,12,3,1,4,3,3,6,86,0,1,11,300,1970,1976
301,0,0,28-10-2013,Graduation,1,22574.0,2,Married,2,0,2,10,8,0,25,0,2,3,2,7,28,1,3,7,301,1960,1967
302,2,0,03-06-2013,Graduation,0,51222.5,0,Married,60,138,61,659,461,30,861,5,1,12,6,3,69,0,0,24,302,1980,1989
303,0,0,06-02-2013,Master,0,70893.0,0,Single,77,44,14,682,561,44,768,6,1,10,6,3,42,0,0,23,303,1970,1976
304,0,0,17-12-2013,Graduation,1,54198.0,1,Married,3,0,17,31,28,2,185,1,6,6,3,4,13,1,2,16,304,1960,1966
305,0,0,11-03-2014,Master,1,28839.0,1,Married,0,0,1,7,7,0,24,0,2,3,2,5,86,1,2,7,305,1950,1956
306,0,0,29-07-2013,Graduation,1,40321.0,1,Married,6,4,27,31,21,0,44,0,2,3,3,7,59,1,2,8,306,1970,1972
307,0,0,14-08-2012,Graduation,1,66503.0,1,Single,65,64,50,257,128,3,91,3,2,6,4,3,30,0,1,15,307,1980,1985
308,0,0,16-07-2013,Graduation,1,30833.0,1,Married,3,0,6,10,7,1,11,0,2,3,1,5,33,1,2,6,308,1950,1951
309,2,0,23-08-2013,Graduation,1,51222.5,1,Single,52,20,20,244,172,50,738,3,6,10,2,7,67,2,3,21,309,1970,1970
310,0,0,17-01-2013,Graduation,1,64795.0,0,Married,38,5,77,162,119,29,412,3,3,12,3,2,23,1,1,21,310,1970,1971
311,0,0,01-07-2013,Graduation,1,34421.0,1,Married,6,3,9,16,7,2,3,0,1,2,1,7,81,0,1,4,311,1970,1974
312,0,0,09-02-2014,PhD,1,47025.0,1,Divorced,0,0,1,3,3,0,16,0,1,2,1,7,6,1,2,4,312,1960,1965
313,0,0,07-02-2013,PhD,1,64325.0,0,Divorced,78,60,73,491,353,12,731,3,5,5,10,7,41,1,1,23,313,1960,1961
314,0,0,11-01-2013,Graduation,1,40464.0,0,Single,7,17,41,142,118,23,424,2,6,8,8,8,78,1,1,24,314,1950,1953
315,0,0,05-07-2013,Graduation,0,62187.0,0,Married,45,0,126,320,275,45,792,8,1,5,4,3,49,0,0,18,315,1950,1957
316,0,0,02-07-2013,PhD,1,14849.0,1,Divorced,3,2,9,33,28,2,21,0,3,4,2,8,39,0,1,9,316,1970,1976
317,0,0,07-11-2013,Graduation,1,27255.0,1,Married,0,1,2,12,11,1,22,0,1,3,1,7,3,0,1,5,317,1980,1984
318,0,0,09-05-2013,PhD,1,54432.0,2,Married,0,0,0,5,5,0,33,0,1,3,1,4,37,1,3,5,318,1950,1950
319,0,0,13-02-2013,PhD,1,29999.0,1,Single,10,7,11,76,59,5,68,1,4,4,3,8,22,0,1,12,319,1980,1986
320,0,0,16-04-2013,Graduation,1,24072.0,1,Single,3,1,4,10,6,0,9,0,1,2,1,8,79,0,1,4,320,1980,1983
321,0,0,11-09-2013,PhD,0,33996.0,0,Single,8,2,6,25,15,0,40,1,1,3,1,4,46,0,0,6,321,1980,1989
322,1,0,03-04-2013,PhD,1,66334.0,0,Married,0,11,23,229,218,0,909,3,2,5,9,5,82,1,1,19,322,1950,1956
323,2,0,10-01-2013,Master,1,35178.0,1,Married,2,1,18,16,13,2,23,1,1,2,1,7,10,0,1,5,323,1970,1971
324,0,0,30-06-2013,Graduation,1,22010.0,1,Married,3,2,8,14,9,0,11,0,2,3,2,8,51,0,1,7,324,1980,1983
325,0,0,12-09-2012,Graduation,1,62204.0,0,Divorced,151,46,139,444,247,46,317,5,1,12,4,3,38,2,2,22,325,1960,1960
326,4,0,06-12-2012,Graduation,0,75693.0,0,Divorced,72,153,30,518,293,97,797,4,1,6,11,4,10,0,0,22,326,1960,1968
327,0,0,12-11-2012,Graduation,1,30675.0,1,Married,11,2,21,29,16,2,10,0,1,3,1,8,14,0,1,5,327,1970,1972
328,2,0,03-03-2013,Graduation,0,83003.0,0,Married,40,61,122,671,570,25,856,6,1,8,7,3,18,0,0,22,328,1960,1965
329,0,0,10-08-2012,Graduation,0,68655.0,0,Single,75,19,38,926,832,118,456,5,1,11,4,3,95,0,0,21,329,1980,1988
330,0,0,07-12-2013,Graduation,0,41411.0,0,Divorced,11,32,18,81,38,3,37,1,1,4,2,6,11,0,0,8,330,1980,1986
331,2,0,23-11-2012,PhD,1,55212.0,0,Married,0,0,34,45,45,0,1103,2,3,11,4,8,65,1,1,20,331,1960,1969
332,0,0,13-06-2013,PhD,1,59292.0,0,Married,19,14,14,101,68,14,378,5,2,8,3,3,71,1,1,18,332,1950,1950
333,2,0,15-08-2013,Basic,1,27190.0,1,Married,0,6,3,13,7,1,1,0,1,2,1,8,13,0,1,4,333,1970,1973
334,0,0,10-11-2013,Graduation,0,82623.0,0,Divorced,172,34,173,410,204,153,204,9,1,4,2,1,58,0,0,16,334,1950,1952
335,0,0,23-06-2013,Graduation,1,44300.0,1,Married,0,0,3,9,9,0,30,0,2,3,1,6,65,1,2,6,335,1960,1965
336,1,0,16-06-2014,Graduation,0,84835.0,0,Divorced,111,104,218,594,379,189,189,4,1,6,4,1,0,0,0,15,336,1970,1970
337,0,0,25-12-2012,Graduation,1,30372.0,1,Divorced,7,0,7,19,12,3,15,0,3,3,2,7,33,1,2,8,337,1970,1971
338,1,0,03-01-2014,Master,1,33181.0,1,Married,0,0,4,3,3,0,9,0,1,2,1,6,90,0,1,4,338,1970,1976
339,0,0,17-12-2013,Graduation,1,71113.0,0,Married,11,33,8,299,255,33,495,7,4,9,6,4,95,1,1,26,339,1950,1957
340,2,0,10-01-2013,Graduation,1,71952.0,1,Married,52,80,93,587,455,107,656,4,2,8,8,4,93,0,1,22,340,1980,1986
341,1,0,28-10-2013,PhD,0,69759.0,0,Single,13,20,0,547,514,30,452,6,3,5,4,3,38,0,0,18,341,1960,1966
342,0,0,27-10-2012,Graduation,0,72099.0,0,Married,119,91,22,620,410,0,546,4,1,10,3,1,18,0,0,18,342,1970,1974
343,0,0,22-12-2012,PhD,1,60000.0,0,Single,0,0,12,217,217,0,1048,3,5,5,11,6,57,1,1,24,343,1970,1976
344,0,1,29-11-2013,Graduation,1,38643.0,1,Single,0,2,10,16,14,1,22,0,2,3,2,7,45,1,2,7,344,1970,1978
345,1,0,11-05-2013,Graduation,1,50737.0,0,Married,0,0,10,11,11,0,78,0,1,4,2,6,61,1,1,7,345,1950,1955
346,0,0,12-12-2012,PhD,0,68462.0,0,Married,84,64,48,933,785,128,561,3,1,8,3,1,6,0,0,15,346,1960,1969
347,0,1,20-08-2013,Master,0,65073.0,0,Married,69,17,8,263,177,0,629,3,1,5,5,2,65,0,0,14,347,1940,1943
348,0,0,08-10-2013,PhD,1,46681.0,0,Married,15,15,38,99,69,19,269,6,2,4,4,5,52,2,2,16,348,1940,1948
349,1,0,28-09-2012,Graduation,0,78618.0,0,Married,212,163,61,1193,818,163,736,7,1,10,4,2,87,0,0,22,349,1950,1957
350,0,0,22-03-2014,PhD,1,62187.0,0,Divorced,0,0,41,83,83,0,512,2,3,10,6,4,38,1,1,21,350,1960,1969
351,0,0,24-02-2014,Graduation,1,28442.0,2,Married,11,3,6,24,10,8,19,1,3,4,2,4,53,0,2,10,351,1970,1978
352,0,0,23-11-2012,PhD,1,37717.0,1,Married,4,0,5,10,6,1,9,0,1,2,1,9,31,0,1,4,352,1970,1978
353,0,0,28-12-2012,Graduation,1,51479.0,1,Married,6,8,65,174,160,8,247,3,7,6,6,7,67,1,2,22,353,1960,1967
354,0,0,21-08-2012,Graduation,1,54803.0,0,Single,28,0,142,120,92,27,404,2,2,9,6,4,65,1,1,19,354,1960,1969
355,0,0,17-05-2013,Graduation,0,79530.0,0,Married,129,0,29,944,815,42,333,10,1,11,4,2,64,0,0,26,355,1960,1960
356,0,0,16-03-2013,Graduation,1,31615.0,1,Divorced,6,3,9,29,20,11,2,0,2,3,2,7,82,0,1,7,356,1970,1976
357,0,0,17-11-2012,Graduation,0,72025.0,0,Married,151,33,233,733,549,133,833,3,1,8,4,3,27,0,0,16,357,1960,1962
358,0,0,01-12-2012,PhD,1,52614.0,0,Single,12,0,38,154,142,9,789,4,2,8,2,8,63,1,1,16,358,1970,1975
359,0,0,22-04-2014,2n Cycle,1,35684.0,1,Married,0,4,3,11,7,6,10,0,1,3,1,6,66,0,1,5,359,1980,1984
360,0,0,28-10-2012,Graduation,1,48178.0,1,Married,6,4,38,55,45,2,159,1,6,4,5,8,69,1,2,16,360,1970,1975
361,1,0,29-08-2013,Master,1,29548.0,1,Single,3,1,11,10,6,1,7,1,1,2,1,4,52,0,1,5,361,1970,1970
362,1,0,11-11-2012,Graduation,1,63810.0,0,Single,16,12,101,281,253,12,977,3,4,12,4,8,45,1,1,23,362,1960,1966
363,1,0,22-06-2013,PhD,1,38578.0,1,Single,3,4,3,29,22,3,38,0,3,3,3,8,2,1,2,9,363,1970,1972
364,0,0,18-08-2012,Master,1,46098.0,1,Single,0,0,36,27,27,0,57,2,4,2,3,8,86,1,2,11,364,1970,1975
365,2,0,18-03-2013,Graduation,0,22585.0,0,Single,13,9,39,37,15,2,3,1,1,2,1,9,23,0,0,5,365,1970,1970
366,0,0,30-12-2012,Graduation,1,30279.0,1,Single,4,4,1,22,14,4,10,0,1,3,1,8,13,0,1,5,366,1980,1989
367,0,0,02-10-2013,PhD,1,66426.0,0,Married,32,24,157,153,97,24,1043,5,2,10,3,6,14,1,1,20,367,1960,1961
368,0,0,14-06-2013,Graduation,1,30822.0,1,Single,2,9,12,24,13,12,3,0,1,3,1,7,92,0,1,5,368,1960,1969
369,0,0,08-01-2013,PhD,1,33581.0,2,Married,0,0,1,5,5,0,11,0,1,2,1,8,38,0,2,4,369,1960,1969
370,0,0,14-11-2013,Graduation,1,19986.0,1,Married,0,6,6,11,5,2,3,0,1,3,0,7,74,0,1,4,370,1980,1985
371,0,0,12-12-2012,Graduation,0,27421.0,0,Divorced,78,12,55,186,96,40,43,1,3,6,4,7,14,0,0,14,371,1950,1954
372,0,0,22-08-2012,2n Cycle,1,35688.0,2,Married,12,3,32,105,90,1,73,1,7,4,4,8,94,1,3,16,372,1970,1973
373,0,0,30-03-2014,Master,1,36143.0,1,Single,0,0,6,1,1,0,12,1,1,2,0,3,33,0,1,4,373,1980,1981
374,0,0,15-05-2013,Graduation,1,10245.0,1,Single,6,7,13,20,7,4,4,2,3,2,1,5,32,0,1,8,374,1970,1971
375,2,0,16-10-2013,Master,1,43795.0,0,Married,4,11,107,68,53,3,314,3,3,4,7,7,11,1,1,17,375,1960,1968
376,0,0,05-10-2012,Graduation,1,63381.0,0,Married,33,50,159,225,142,50,571,5,4,13,4,2,78,1,1,26,376,1960,1960
377,0,0,30-08-2012,Graduation,1,38823.0,0,Married,2,0,23,13,11,8,70,1,1,3,2,6,56,1,1,7,377,1940,1949
378,0,0,08-05-2013,PhD,1,83664.0,1,Divorced,28,21,86,200,151,21,866,2,3,12,2,5,57,1,2,19,378,1960,1968
379,1,0,03-01-2014,Graduation,0,90300.0,0,Married,33,134,57,953,786,134,594,6,0,8,5,1,7,0,0,19,379,1970,1979
380,0,0,09-12-2013,Master,1,62499.0,1,Married,0,4,4,65,61,13,140,1,2,6,3,4,0,0,1,12,380,1970,1979
381,0,0,04-05-2014,Graduation,0,74293.0,0,Single,93,152,81,580,335,91,375,4,1,6,5,2,66,0,0,16,381,1990,1993
382,0,0,18-04-2013,PhD,0,51012.0,0,Married,2,9,24,74,63,9,102,1,1,4,4,6,86,0,0,10,382,1940,1946
383,0,0,25-02-2014,Master,1,70777.0,0,Married,0,35,78,148,113,7,554,3,3,12,5,3,80,1,1,23,383,1960,1968
384,0,0,06-10-2013,PhD,0,68682.0,0,Married,99,0,45,604,505,30,919,9,1,10,4,2,56,0,0,24,384,1990,1991
385,0,0,15-09-2012,Graduation,1,43824.0,1,Married,12,1,32,55,42,3,96,1,4,4,3,8,18,1,2,12,385,1970,1971
386,1,0,31-08-2012,Graduation,1,15345.0,1,Married,3,2,19,21,16,2,5,1,2,2,1,8,51,0,1,6,386,1980,1984
387,0,0,24-12-2012,Graduation,1,23442.0,1,Single,8,0,5,14,6,6,2,0,1,3,1,7,71,0,1,5,387,1980,1987
388,1,0,09-11-2012,2n Cycle,1,14515.0,1,Married,6,4,35,19,9,36,6,2,4,3,2,7,71,0,1,11,388,1980,1980
389,0,0,23-03-2013,2n Cycle,1,31395.0,1,Divorced,0,1,7,26,25,8,23,1,4,3,2,6,80,1,2,10,389,1950,1956
390,0,0,27-09-2012,Graduation,0,75276.0,0,Married,137,105,21,367,125,42,610,4,1,9,9,5,2,0,0,23,390,1960,1965
